user_pair_id,days_since_last_snap,streak_length,avg_response_time_hrs,pct_snaps_opened,shared_stories_viewed,snap_map_checks,friend_suggestion_rank,days_since_friend_added,notification_received_7d,treatment,time_to_cold,went_cold,reactivated
3d76c659,1,15,4.2,0.729,4,1,22,108,5,0,21,0,0
8146ef20,2,22,0.27,0.691,3,1,165,162,1,0,21,0,0
e37f9a63,1,16,2.12,0.779,3,3,154,656,3,0,21,0,0
aa3f7521,7,2,0.65,0.937,4,4,26,71,2,0,21,0,0
12590735,7,13,22.49,0.724,7,4,40,461,5,1,20,1,0
5046427f,10,13,5.55,0.815,5,2,120,56,2,0,21,0,0
47e3a429,3,8,5.31,0.733,5,2,57,812,3,0,21,0,0
8ba55e2f,3,6,0.86,0.876,8,2,180,199,2,0,21,0,0
00bf7f2f,4,7,2.88,0.819,3,1,53,112,0,0,21,0,0
a85424dd,0,25,6.86,0.652,6,2,23,171,3,0,21,0,0
cbccd4fe,0,6,1.27,0.762,1,2,106,57,5,0,21,0,0
c55cdd19,3,1,2.01,0.875,3,2,7,57,2,0,21,0,0
af656bef,0,0,11.21,0.691,1,1,102,21,3,0,21,0,0
c0942bdf,21,0,1.02,0.735,4,1,67,21,1,0,21,0,0
1f1e74f5,1,25,2.06,0.402,6,0,142,76,3,0,21,0,0
693c3019,2,23,1.35,0.784,4,3,96,259,5,0,21,0,0
025049ab,3,16,4.82,0.845,6,3,169,168,4,0,21,0,0
ad3e9fa2,5,3,7.79,0.812,3,2,117,19,6,0,21,0,0
a604efc6,0,17,19.43,0.623,6,2,6,344,1,0,21,0,0
fd880bfa,1,1,5.13,0.637,7,5,54,165,4,0,21,0,0
99a8d904,3,18,13.09,0.738,9,2,178,583,1,0,21,0,0
82a1c1c2,9,20,4.97,0.713,3,1,164,199,4,0,21,0,0
a5e46132,1,0,0.74,0.769,3,2,11,34,3,0,21,0,0
2f26e55a,2,3,3.47,0.453,2,3,48,115,5,0,21,0,0
5a84c172,4,1,3.53,0.902,0,3,198,188,2,0,21,0,0
b2e13d23,0,0,10.72,0.692,2,2,124,5,3,0,21,0,0
0ce401aa,0,2,2.99,0.791,6,2,113,2,5,0,21,0,0
02430277,0,2,2.21,0.71,4,1,178,24,1,0,21,0,0
3dcf494c,0,8,1.3,0.912,7,4,64,52,4,0,21,0,0
df118c67,4,14,2.49,0.733,3,0,31,101,4,0,21,0,0
a77a5aff,4,17,3.01,0.967,0,0,20,120,5,0,21,0,0
9b4dd12a,5,11,6.4,0.749,5,1,36,26,3,0,21,0,0
37791983,0,11,1.35,0.915,3,0,156,201,3,0,21,0,0
5f0e75e7,2,3,43.57,0.562,4,1,22,163,2,0,21,0,0
e1d4be55,3,1,1.23,0.492,5,1,119,62,3,0,21,0,0
149bdd63,5,1,0.81,0.829,6,3,24,2,2,0,21,0,0
a48043a5,5,0,5.82,0.615,4,0,51,14,4,0,21,0,0
ef4b2109,3,21,0.81,0.94,4,0,188,89,2,0,21,0,0
78fd07ff,6,3,3.41,0.619,4,6,1,30,3,0,21,0,0
58180fb9,15,18,1.55,0.657,5,3,181,85,4,0,21,0,0
1d69047d,0,14,6.8,0.709,9,1,61,178,3,0,21,0,0
6d8363da,0,21,3.94,0.669,4,1,107,142,2,0,21,0,0
706ecef9,6,15,11.66,0.362,4,1,196,47,4,0,21,0,0
cf95e764,0,0,5.29,0.357,6,2,20,75,4,0,21,0,0
acfc9e2f,0,15,3.5,0.892,5,1,95,171,1,0,21,0,0
c00579db,1,4,4.16,0.669,5,1,46,355,7,0,21,0,0
3d9290f0,1,62,1.14,0.605,3,3,50,251,1,0,21,0,0
1b46f9d7,5,16,1.54,0.806,4,1,121,145,2,0,21,0,0
c3d14c96,0,0,4.23,0.737,3,2,29,80,5,0,21,0,0
c6bf9d33,0,22,6.39,0.694,3,4,149,81,1,0,21,0,0
f0a0eebb,5,5,2.32,0.596,5,0,130,380,4,0,21,0,0
7e923c57,10,1,2.63,0.545,1,2,113,7,3,0,21,0,0
3212a83b,0,20,2.15,0.725,4,1,76,795,4,0,21,0,0
865634e3,1,30,5.02,0.847,4,1,11,196,4,0,21,0,0
d2bae51d,6,33,3.33,0.757,8,1,190,205,1,0,21,0,0
babc7d4b,2,2,6.56,0.677,2,5,166,6,4,0,21,0,0
a7c037b5,13,4,1.68,0.859,1,3,4,167,3,0,21,0,0
f492c0d2,5,3,3.13,0.581,4,5,143,119,3,0,21,0,0
f61f4793,0,2,17.5,0.555,5,1,121,20,3,0,21,0,0
c996e7fc,0,1,31.2,0.56,4,1,71,58,6,0,21,0,0
2d085b30,0,18,2.56,0.718,3,5,103,397,2,0,21,0,0
ba3ed4f4,4,8,14.12,0.789,5,1,155,143,1,0,21,0,0
f390ca5d,1,13,13.39,0.668,3,2,98,96,0,0,21,0,0
ce379bbb,4,0,8.18,0.869,3,3,173,13,3,0,1,1,0
18c56a57,4,6,0.47,0.832,8,3,162,225,6,0,21,0,0
a04f4370,2,3,0.7,0.886,4,0,169,218,2,0,21,0,0
2f817051,6,9,1.9,0.601,3,2,61,171,6,0,21,0,0
1cd98e6b,1,6,1.92,0.57,5,0,190,128,2,0,21,0,0
8828418d,9,5,1.22,0.904,9,3,176,102,2,0,21,0,0
e31de8bd,0,4,6.12,0.495,2,1,135,161,3,0,21,0,0
7aacb531,13,9,6.51,0.635,4,1,15,47,3,0,21,0,0
636781d0,2,11,23.82,0.641,6,0,143,510,1,0,5,1,1
fa19e10d,1,2,1.7,0.487,3,4,130,159,1,0,21,0,0
82b10891,0,6,1.62,0.397,4,0,1,67,1,0,17,1,1
0597cbff,0,8,4.08,0.553,5,0,119,107,5,0,21,0,0
8f091ace,1,0,0.81,0.771,1,2,33,294,4,0,21,0,0
00c3f267,2,1,25.96,0.601,4,0,178,31,1,0,21,0,0
384aaaa9,2,2,2.24,0.867,6,2,186,62,3,0,21,0,0
eba81faf,2,3,3.04,0.583,3,3,136,204,4,0,21,0,0
ba9b9531,0,2,3.86,0.374,6,0,64,68,2,0,21,0,0
14297ac2,0,4,2.82,0.811,3,3,15,283,5,0,21,0,0
f9bc4e90,1,1,2.45,0.622,5,2,97,25,6,0,21,0,0
251c8c20,12,29,44.28,0.495,5,4,100,258,5,0,21,0,0
fce28232,2,1,3.65,0.796,0,4,14,12,3,0,21,0,0
a94c4f2f,2,0,5.64,0.718,4,2,152,2,1,0,21,0,0
ef5eecaf,2,5,1.93,0.41,4,2,139,411,4,0,21,0,0
992ada0b,2,38,6.53,0.658,3,1,81,156,2,0,21,0,0
0b2eadb9,0,6,3.44,0.579,1,1,150,78,2,1,2,1,0
608af5ee,4,6,4.37,0.87,4,1,44,47,3,0,4,1,1
2528cf08,0,15,5.61,0.88,2,5,6,172,2,0,21,0,0
8b1035df,4,4,8.77,0.623,6,2,87,128,0,0,21,0,0
8378dd18,6,77,7.17,0.743,4,3,56,860,4,0,21,0,0
1fc38609,3,3,3.24,0.299,5,2,124,735,1,0,21,0,0
1666bc2b,2,7,3.34,0.456,5,5,184,181,2,0,21,0,0
b24f59f9,3,1,0.98,0.805,4,2,164,105,2,0,21,0,0
f22d1294,1,15,2.74,0.919,3,1,157,121,7,0,21,0,0
d9155e77,2,1,3.74,0.599,8,3,102,206,2,0,21,0,0
ad596310,3,3,9.1,0.692,2,2,3,19,3,0,21,0,0
baa6302f,5,0,0.25,0.889,3,0,98,71,5,0,21,0,0
8548a5af,2,2,4.67,0.46,5,1,85,14,4,0,21,0,0
9398daad,3,1,1.42,0.698,3,2,30,13,3,0,21,0,0
94e60ced,5,15,7.8,0.771,5,2,75,39,3,0,21,0,0
99ab2084,1,0,14.32,0.238,4,3,30,119,3,0,21,0,0
ee0b349c,1,14,3.15,0.703,5,2,165,276,1,0,21,0,0
7d866eaa,2,12,16.09,0.202,4,1,51,119,1,0,21,0,0
8bd959db,10,18,8.63,0.933,1,1,140,73,4,0,21,0,0
55f3d1e7,0,9,3.87,0.735,5,0,134,15,1,0,21,0,0
844bf02f,0,41,0.57,0.694,4,0,23,143,1,0,21,0,0
9eabeffc,3,2,5.07,0.582,3,1,197,56,3,0,21,0,0
feb1d313,17,3,1.33,0.639,1,0,174,171,1,1,13,1,0
0268e69e,4,10,0.14,0.989,6,3,199,680,7,0,21,0,0
36151724,5,3,0.99,0.867,5,2,172,21,1,1,1,1,0
daa9f6dc,7,3,14.63,0.626,5,1,6,42,6,0,21,0,0
5039df9a,7,13,3.83,0.578,3,2,197,115,7,0,21,0,0
183f1aa9,5,0,12.81,0.638,5,0,156,623,3,0,21,0,0
d43f46de,2,0,18.77,0.35,7,0,165,265,3,0,21,0,0
7603fce3,7,21,4.5,0.727,5,1,129,411,4,0,21,0,0
d5329488,3,17,1.76,0.791,2,2,100,73,2,0,9,1,1
2d91f696,2,33,1.04,0.78,2,2,22,869,4,0,21,0,0
6a1747f5,1,0,3.1,0.335,8,1,30,19,5,0,21,0,0
4e1a443a,0,9,1.24,0.65,6,3,74,9,3,0,21,0,0
7cedcd0c,5,11,0.95,0.599,8,1,154,348,3,0,21,0,0
122f0f94,0,23,1.63,0.88,3,1,46,471,3,0,21,0,0
e4425217,8,1,2.47,0.573,3,2,116,17,3,0,21,0,0
b092e5d3,1,4,2.55,0.778,5,0,53,21,3,0,21,0,0
94acd159,9,1,3.01,0.795,5,1,153,6,7,0,21,0,0
6457be65,1,17,5.3,0.692,3,1,15,19,1,0,4,1,1
2aac2c7f,5,4,2.72,0.235,3,4,163,42,2,1,5,1,1
c37beeab,4,27,7.61,0.674,2,1,177,631,0,0,21,0,0
0351dfd7,3,11,7.28,0.776,5,1,117,198,5,0,21,0,0
fdb94388,4,1,9.97,0.771,4,0,4,271,3,1,1,1,1
cb9bb441,1,11,2.92,0.834,3,0,197,269,2,0,21,0,0
1d6b5978,1,8,0.85,0.658,7,3,164,137,3,0,21,0,0
fbd1c5ff,2,18,2.55,0.43,2,1,146,287,2,0,21,0,0
ebc19f82,3,4,1.14,0.827,8,3,147,163,4,0,21,0,0
3df8c0c9,14,15,7.98,0.6,6,4,151,67,1,0,21,0,0
dc695efe,1,10,0.65,0.713,1,2,30,148,3,0,21,0,0
9411bd98,1,0,4.83,0.734,2,2,85,137,4,0,21,0,0
0b9fec78,18,18,4.14,0.817,4,5,148,312,2,0,21,0,0
d5b50c21,3,49,7.44,0.671,6,2,108,720,3,0,21,0,0
ac2c96e7,0,10,4.48,0.549,8,5,31,95,6,0,21,0,0
bfeea37a,1,6,3.15,0.5,7,1,15,259,3,0,21,0,0
c6ca565f,1,4,1.0,0.816,5,2,181,18,0,0,21,0,0
577cb0ac,1,2,21.69,0.538,4,1,62,269,4,0,21,0,0
f7ba4319,9,8,3.14,0.686,5,2,14,83,3,0,21,0,0
ae19e2b4,1,2,2.25,0.738,0,2,111,7,2,0,21,0,0
8c542108,0,0,3.77,0.794,7,3,189,81,3,0,21,0,0
2734bf11,10,4,11.49,0.479,8,2,149,169,5,0,21,0,0
ffcaf334,2,1,2.52,0.585,4,3,49,22,2,0,21,0,0
a1d27505,0,8,11.77,0.751,6,2,120,463,4,0,21,0,0
5278db82,3,1,4.16,0.64,3,4,79,14,2,0,21,0,0
578efffe,2,31,7.45,0.737,3,2,192,478,4,0,21,0,0
45b75b82,1,15,4.41,0.836,2,1,95,221,1,0,21,0,0
b358279c,5,11,6.96,0.865,4,2,16,72,3,0,21,0,0
8ec23f07,0,4,8.71,0.849,4,1,44,89,3,0,21,0,0
a11d19a4,5,0,5.34,0.939,3,2,59,243,1,0,21,0,0
e739fc11,7,2,19.2,0.735,6,1,17,165,3,0,21,0,0
d502a21b,12,17,2.92,0.666,2,3,22,200,0,0,21,0,0
e5e55049,5,8,12.21,0.559,5,3,66,88,4,0,21,0,0
1b36101d,4,7,1.68,0.592,2,5,52,120,2,0,21,0,0
2ea4790b,6,7,5.19,0.488,5,1,99,826,1,0,21,0,0
cfa41ffa,2,0,1.33,0.631,2,1,33,43,1,0,21,0,0
8ac08318,3,14,1.36,0.844,6,2,55,97,3,0,21,0,0
9925df49,3,0,14.1,0.515,7,3,124,62,2,0,21,0,0
1900c321,0,0,33.02,0.736,6,2,11,260,5,0,21,0,0
c5c68438,2,4,2.78,0.843,5,0,134,259,1,0,21,0,0
3bd75053,0,6,1.1,0.64,6,5,31,62,4,1,6,1,0
37b678c4,1,21,3.28,0.755,5,1,196,15,3,0,21,0,0
3e0b6622,25,0,1.42,0.959,8,6,12,2,1,0,21,0,0
cd0d01ef,6,6,13.84,0.576,7,2,2,100,2,0,21,0,0
8574fe6d,0,8,6.44,0.481,4,7,159,95,4,0,21,0,0
c6718ba3,1,37,6.3,0.795,1,3,41,802,1,0,21,0,0
a68e851a,3,11,2.93,0.764,4,2,158,114,6,0,21,0,0
a95ebce8,1,12,1.51,0.798,4,4,97,53,4,0,21,0,0
c9cb6705,6,12,10.61,0.518,3,3,41,399,3,0,21,0,0
22b76d0e,0,5,2.94,0.614,2,1,17,121,3,0,21,0,0
bab8a244,1,11,1.06,0.355,6,3,161,164,4,0,21,0,0
bfcf648c,2,11,18.3,0.526,1,1,91,18,2,0,21,0,0
2d03fb11,0,7,50.31,0.679,2,3,108,86,1,0,21,0,0
7bc3b7b1,1,17,3.95,0.574,5,4,3,519,4,0,21,0,0
302cba2f,22,4,4.91,0.77,1,3,88,160,5,1,7,1,0
c2abd8e0,1,7,24.37,0.769,5,2,113,76,4,0,17,1,1
66848d4a,3,11,2.39,0.701,0,0,31,176,4,0,21,0,0
e099ab65,2,23,11.45,0.862,3,0,57,434,2,0,21,0,0
9f27bc06,4,6,1.77,0.631,5,1,1,57,3,0,21,0,0
6dc5559b,0,2,5.63,0.761,3,1,142,126,3,0,21,0,0
b141d1f0,1,16,1.15,0.742,8,3,57,573,7,0,21,0,0
a828211d,2,2,2.51,0.565,5,3,55,34,2,0,21,0,0
f980c29c,2,1,0.54,0.651,7,5,35,228,2,0,21,0,0
2e257fee,6,20,5.7,0.772,3,5,121,171,3,0,21,0,0
2bf14f70,7,0,5.15,0.727,1,2,78,204,2,0,21,0,0
d9da15e6,2,8,1.08,0.676,2,1,106,77,3,0,21,0,0
b0376816,4,36,37.15,0.683,3,0,22,67,3,0,21,0,0
cabac975,5,1,3.61,0.579,6,4,193,207,1,0,21,0,0
cf8ddcd6,1,1,2.84,0.685,3,3,188,43,3,0,21,0,0
ac783741,11,13,1.13,0.675,2,1,120,97,4,0,21,0,0
bbc7f19e,0,0,7.84,0.763,4,5,80,37,4,0,21,0,0
4efc8d6d,4,2,1.24,0.908,4,3,42,1,1,0,21,0,0
e43d482d,0,0,7.7,0.907,3,2,20,631,0,0,21,0,0
ca7898e6,0,21,1.27,0.722,10,4,80,101,3,0,21,0,0
2b0ee2c8,9,1,5.36,0.819,3,4,178,627,3,0,21,0,0
8d80d237,3,14,2.68,0.896,3,7,143,27,3,0,21,0,0
27c1d438,0,22,7.87,0.493,1,1,146,159,5,0,21,0,0
07e3a513,1,5,0.79,0.703,5,3,109,40,4,0,21,0,0
3ea16e1d,2,21,5.49,0.758,6,3,19,280,3,0,21,0,0
5e2bcab9,5,1,1.13,0.655,1,2,173,275,3,0,21,0,0
4ec22c2a,0,0,1.63,0.662,5,1,131,21,4,0,21,0,0
b398e4fc,2,7,6.28,0.335,3,0,4,437,2,0,21,0,0
1e3640b1,2,4,3.49,0.797,1,0,99,38,2,0,21,0,0
6d0102f9,12,23,5.01,0.461,4,1,124,170,2,0,21,0,0
561be345,0,16,7.59,0.785,3,4,93,763,3,0,21,0,0
021081cd,4,17,3.98,0.575,6,3,71,385,2,0,21,0,0
48f63a9e,2,21,2.85,0.723,5,1,169,564,4,0,21,0,0
59ff60d6,0,17,1.1,0.703,1,1,145,75,0,0,21,0,0
9ebb05ca,5,7,37.18,0.385,3,2,100,20,3,0,21,0,0
31490475,1,24,6.06,0.558,9,2,67,37,4,0,21,0,0
4fa0b716,4,0,3.32,0.722,2,4,198,124,3,0,21,0,0
4cd22b5d,7,3,2.33,0.853,6,0,68,283,4,0,21,0,0
17e50b8d,10,15,4.17,0.399,6,3,156,29,4,0,21,0,0
0e491353,0,19,3.3,0.571,4,0,118,194,0,0,21,0,0
2dd86931,0,2,5.94,0.579,3,4,156,70,3,0,21,0,0
aada8ba0,4,30,1.77,0.595,4,3,123,75,5,0,21,0,0
1212c8d8,4,25,21.07,0.734,4,3,135,195,6,0,21,0,0
517c8165,1,0,7.09,0.859,4,1,110,113,3,0,21,0,0
44651be5,2,24,0.45,0.668,5,1,39,300,3,0,21,0,0
97f84962,1,8,4.56,0.961,6,1,25,30,7,0,21,0,0
a2592eb5,7,3,8.05,0.668,4,2,126,280,2,0,21,0,0
7af3f398,14,4,0.78,0.719,3,1,75,11,4,1,20,1,1
6ecad0f5,7,22,11.15,0.845,3,2,127,38,2,0,21,0,0
ffbd04fd,0,13,6.64,0.577,5,1,36,192,4,0,21,0,0
c67e7ffb,4,26,0.79,0.866,4,3,110,347,5,0,21,0,0
3bd59326,2,0,2.75,0.787,2,4,33,52,1,0,21,0,0
17e093ca,0,10,0.94,0.68,5,0,30,71,4,0,21,0,0
d5b31d9a,14,2,8.34,0.566,9,1,163,138,3,0,21,0,0
8ab12c8d,6,0,1.08,0.784,4,3,151,42,3,0,21,0,0
9bdc44e5,0,11,1.19,0.907,5,2,87,300,2,0,21,0,0
9f012883,13,19,3.63,0.864,5,1,77,267,0,0,21,0,0
cb430603,5,4,32.39,0.368,10,4,186,28,5,0,21,0,0
a759361d,1,26,12.72,0.533,6,2,172,112,3,0,21,0,0
4b4742fc,2,16,1.12,0.878,4,1,28,268,7,0,21,0,0
ac608144,3,1,0.86,0.789,8,3,105,74,4,0,21,0,0
301503ee,0,32,1.73,0.484,8,1,20,180,3,0,21,0,0
339a34cb,3,0,0.71,0.546,4,3,68,9,5,0,21,0,0
8473d2d6,0,16,7.89,0.639,3,1,101,168,4,0,21,0,0
f3c818b7,7,0,6.85,0.552,1,2,166,29,7,0,21,0,0
78feec67,3,98,9.07,0.519,2,1,172,319,4,0,21,0,0
f5024acd,1,3,3.5,0.861,3,3,117,79,6,0,21,0,0
6fa97de7,14,5,3.79,0.847,4,2,117,59,3,0,21,0,0
bb4db99f,7,9,1.03,0.788,4,4,141,330,5,0,21,0,0
c6aaf4fc,3,0,4.49,0.841,5,5,9,9,2,0,21,0,0
49b868c2,21,6,13.34,0.514,0,2,83,90,7,0,21,0,0
ba3ab69d,0,1,2.07,0.698,5,2,26,83,5,0,21,0,0
f19b583f,2,12,5.19,0.948,3,4,110,60,4,0,21,0,0
8df2bbdd,1,54,3.58,0.584,3,7,87,436,3,0,21,0,0
7323eab3,5,22,1.85,0.814,4,2,49,250,4,0,21,0,0
d239abdf,1,2,5.85,0.675,4,2,48,11,6,0,21,0,0
dca9fd33,4,0,24.51,0.63,3,3,123,225,5,0,21,0,0
c2559353,1,0,15.07,0.359,2,1,48,134,3,1,10,1,0
e7468a52,11,11,1.32,0.522,3,0,127,416,1,0,21,0,0
9f18336d,8,9,3.78,0.872,1,3,55,67,3,0,21,0,0
45a07117,1,19,7.42,0.819,5,1,48,153,3,0,21,0,0
7ac7578f,1,9,3.64,0.709,1,3,59,125,1,0,21,0,0
021d1d13,0,39,0.81,0.626,4,1,182,121,3,0,21,0,0
ce81d541,0,6,1.44,0.64,6,1,119,109,3,0,21,0,0
f5cd6db1,9,6,6.62,0.704,4,3,8,41,1,0,21,0,0
35a3b604,1,3,27.7,0.544,2,1,150,253,1,0,21,0,0
d6e9ebe0,1,4,1.63,0.885,5,4,82,108,2,0,21,0,0
5400ceae,9,21,1.16,0.541,4,1,27,572,1,0,21,0,0
1fe5d69e,2,6,11.49,0.605,3,2,150,54,4,0,21,0,0
338f8ce9,3,5,4.3,0.718,5,2,20,206,3,0,21,0,0
9787edf2,1,2,2.16,0.87,3,3,20,508,2,0,21,0,0
4622d06e,9,5,2.68,0.747,6,1,142,196,5,0,21,0,0
f3150cf7,8,0,2.84,0.616,4,5,96,369,0,0,21,0,0
46576fee,6,13,7.59,0.783,4,1,137,316,2,0,21,0,0
bacf5012,1,3,4.26,0.487,6,4,64,80,1,0,21,0,0
aabe05a3,0,5,0.62,0.623,4,2,114,164,3,0,21,0,0
6f02eb0d,0,5,2.89,0.87,1,1,193,30,4,0,21,0,0
89f4f37c,7,9,25.01,0.744,4,2,84,138,2,0,21,0,0
74fcfa93,0,6,11.25,0.741,3,2,195,47,4,0,21,0,0
1b430a8a,0,9,13.19,0.707,3,3,32,245,3,1,13,1,0
daea3e48,2,7,1.32,0.478,6,3,149,135,4,0,21,0,0
dd00992f,1,15,4.94,0.762,2,2,80,95,0,0,21,0,0
9590e345,14,4,9.43,0.914,0,1,37,56,3,1,9,1,1
42c7de49,2,19,3.6,0.68,1,1,117,1195,0,0,21,0,0
150046e3,8,18,12.2,0.416,4,3,183,13,3,0,21,0,0
c23b4ffa,0,0,1.29,0.42,4,4,87,8,6,0,21,0,0
42bde34a,0,8,4.2,0.574,5,1,75,44,0,0,21,0,0
b74041d4,2,12,1.73,0.555,5,4,15,637,2,0,21,0,0
1a45e565,1,36,16.85,0.667,1,3,124,697,5,0,21,0,0
d44afdde,5,6,3.13,0.696,6,2,158,191,3,1,20,1,1
ba575e20,0,5,2.63,0.821,8,1,131,381,1,0,21,0,0
56b5783d,4,1,0.95,0.935,4,3,44,43,3,0,21,0,0
8153af6c,0,41,8.26,0.712,4,2,161,643,2,0,21,0,0
afac70bc,10,7,5.4,0.62,3,1,9,27,1,0,21,0,0
a9850bd9,1,0,3.25,0.712,4,1,105,19,4,0,21,0,0
e3068822,2,6,6.45,0.911,3,2,167,21,2,0,21,0,0
345439ff,12,0,10.79,0.824,2,2,118,153,1,0,21,0,0
f83b6c67,2,2,4.15,0.549,3,3,189,273,0,0,21,0,0
e3393838,8,7,5.41,0.448,4,2,171,82,5,0,21,0,0
9352e5e1,2,12,6.02,0.842,5,4,145,686,4,0,21,0,0
e208945f,0,17,0.48,0.411,4,3,88,102,3,0,21,0,0
473aa92a,1,5,5.58,0.528,4,4,157,29,4,0,21,0,0
04427173,3,33,0.55,0.793,8,3,131,112,3,0,21,0,0
68b1a6e5,2,24,3.35,0.898,5,4,190,204,5,0,21,0,0
939cfc04,1,6,6.17,0.411,6,1,198,321,5,0,21,0,0
7c0664aa,3,17,0.45,0.719,6,1,183,110,4,0,21,0,0
22be2e23,7,23,3.51,0.849,8,4,38,162,6,0,21,0,0
e6b519bf,2,26,2.25,0.492,6,1,80,55,4,0,21,0,0
cb9fa5ec,10,0,2.53,0.708,8,0,24,186,6,0,21,0,0
78bcab5b,0,44,7.8,0.701,2,3,122,768,2,0,21,0,0
967bdaf2,1,0,26.85,0.411,5,4,98,9,6,0,21,0,0
cd318c53,1,12,7.45,0.789,2,1,96,391,5,0,21,0,0
f57ecb8e,3,5,3.41,0.769,5,0,73,148,3,0,21,0,0
54979c9e,1,18,0.75,0.692,7,0,28,52,3,0,21,0,0
aeb7976f,3,9,14.95,0.548,5,1,40,557,4,0,21,0,0
52dfb707,2,9,2.77,0.249,1,1,132,118,3,0,21,0,0
7d918fcb,7,9,0.52,0.721,5,2,160,72,6,0,21,0,0
c16d074a,0,0,0.93,0.642,5,1,47,36,6,0,21,0,0
4d04ccf1,0,6,0.82,0.701,6,1,5,50,1,0,21,0,0
1243a7d7,2,11,0.97,0.938,5,3,146,321,6,0,21,0,0
c18119a6,8,10,10.13,0.911,6,2,123,171,3,0,21,0,0
499b0c67,2,1,4.13,0.841,5,4,18,440,1,0,21,0,0
bfa7db26,0,0,6.02,0.902,2,2,77,47,4,0,21,0,0
de408bbe,2,1,0.15,0.409,3,1,20,23,6,0,21,0,0
322408fd,8,3,7.72,0.904,4,2,35,1,1,0,21,0,0
388211e0,13,4,6.64,0.471,3,3,66,127,5,0,21,0,0
15a70b2d,4,14,0.46,0.714,5,1,194,1148,3,0,21,0,0
d9a3af5a,2,6,0.84,0.799,7,0,140,213,2,0,21,0,0
8c9d0e58,3,10,11.61,0.562,5,1,104,66,4,0,21,0,0
555dddac,2,4,1.72,0.697,7,2,121,376,2,0,21,0,0
9c42831c,1,1,10.08,0.514,2,0,173,273,6,0,21,0,0
c253dac4,0,0,3.36,0.712,6,1,8,2,6,0,21,0,0
80f378cc,6,19,1.89,0.704,4,1,34,305,3,0,21,0,0
e813bdc6,0,19,2.85,0.649,4,3,128,64,1,0,21,0,0
7d5ea741,4,0,0.37,0.501,9,3,3,29,2,0,21,0,0
6044abd0,6,11,5.05,0.859,2,5,153,46,2,0,20,1,1
e43b8b4c,16,0,0.89,0.845,1,3,90,113,3,0,21,0,0
6a3a6b21,0,3,0.44,0.671,5,3,93,99,4,0,21,0,0
31bdd7de,0,0,0.65,0.784,1,2,153,61,4,0,21,0,0
40f46987,1,14,1.22,0.699,3,2,26,34,5,0,21,0,0
3616c37c,4,17,6.32,0.449,4,3,87,258,3,0,21,0,0
6728cd49,6,10,1.38,0.597,3,1,196,830,6,0,3,1,0
60a525ef,0,6,7.6,0.528,2,1,51,270,2,0,21,0,0
3e9e7190,4,8,8.79,0.627,2,4,53,63,1,0,21,0,0
126a9d3c,17,0,9.59,0.52,0,2,146,50,2,0,21,0,0
32389b8d,3,1,25.06,0.685,2,1,62,44,4,0,21,0,0
adfc11fc,1,10,5.57,0.81,9,2,132,26,2,0,21,0,0
b6ccece5,0,2,6.29,0.726,4,3,145,144,3,0,21,0,0
0c3dbeee,5,15,1.64,0.935,5,3,34,167,6,0,21,0,0
d6942cdf,0,3,0.26,0.8,3,2,48,220,2,0,21,0,0
4d2c0893,0,1,4.74,0.77,2,0,141,205,3,0,21,0,0
76030d8e,2,18,0.74,0.772,4,3,131,62,2,0,21,0,0
2c4d9dd1,2,19,0.71,0.336,2,3,58,72,3,0,21,0,0
22caa952,4,11,0.92,0.667,5,0,41,205,5,0,21,0,0
647532f1,2,5,6.78,0.782,1,2,108,77,1,0,21,0,0
b255b709,1,5,9.61,0.867,3,1,55,43,1,0,21,0,0
e6d7b38f,0,4,3.96,0.91,5,0,145,84,5,0,21,0,0
e2f000fd,1,10,0.98,0.785,2,1,2,57,1,0,21,0,0
7ef32adc,2,6,2.43,0.322,3,5,130,16,4,0,21,0,0
f75820c1,4,25,15.67,0.81,9,2,126,319,5,0,21,0,0
9cffa370,6,11,2.48,0.236,2,2,100,345,3,0,21,0,0
a66a8b58,12,11,1.91,0.638,3,1,59,44,4,0,21,0,0
d6dd12af,13,0,14.7,0.675,3,2,124,12,4,0,21,0,0
236a1333,6,0,40.81,0.453,6,3,172,241,1,0,21,0,0
30b4c334,3,7,2.31,0.65,4,3,194,42,2,0,21,0,0
c986b12d,0,1,0.55,0.806,4,1,74,89,0,0,21,0,0
de84bcd1,3,3,3.62,0.736,7,1,123,11,2,0,21,0,0
c8b4c241,8,8,2.29,0.823,9,1,71,46,0,0,21,0,0
773a24b6,2,7,16.91,0.601,3,1,60,283,2,0,21,0,0
480957a4,0,0,0.81,0.757,6,1,106,293,2,0,21,0,0
2679e833,4,14,1.21,0.786,4,4,50,41,3,0,21,0,0
7ae27d85,3,0,2.21,0.489,6,1,120,73,4,0,21,0,0
149cc4a8,7,12,7.12,0.532,5,3,138,25,3,0,21,0,0
59c99716,1,0,1.04,0.655,2,6,128,13,3,0,21,0,0
1376ca78,1,29,10.81,0.627,4,2,109,873,4,0,21,0,0
c43b5ba7,9,31,1.93,0.773,2,0,164,191,2,0,21,0,0
353ced5c,18,25,0.63,0.774,4,0,50,140,6,0,21,0,0
0ee576d1,6,31,1.31,0.366,2,3,131,261,1,0,21,0,0
b7b66a25,12,32,0.74,0.577,1,1,150,329,2,0,21,0,0
471b7d74,1,10,0.8,0.61,3,2,115,295,4,0,21,0,0
